tempoInicio,tempoDigitando,user,codExperimento,peticao,horarioRecebido
00:34:19,00:24:18,1662,1,"DOS FUNDAMENTOS JURÍDICOS: 
1.1 Tentativa de furto qualificado:
Mediante o art. 155, parágrafo 4°, inciso I e IV do CP, que tipifica o crime de furto qualificado na modalidade tentada. Na denúncia, os acusados foram flagrados enquanto tentavam utilizar equipamentos para romper a placa de aço e ter acesso ao conteúdo dos caixas eletrônicos do Banco Peixe.
1.2 Prisão em flagrante de Ricardo:
Ricardo teve sua prisão convertida em prisão preventiva, fundamentada na garantia da ordem pública. A decisão se baseou em sua coodenação anterior pela prática de furto de caixa eletrônico, cuja pena foi cumprida e extinta em 10/104/19, evidenciando um histórico de crimes recorrentes


DO MÉRITO:
2.1 Confissão dos Réus:
 Os réus em questão confessaram a tentativa de arrombamento, afirmando que com serrote e chave de fenda, tentaram romper a ferragem do caixa ou abrir os parafusos, mas não obtiveram sucesso, apenas causando arranhões a proteção de aço.
2.2 Laudo do Bnaco Peixe:
A diligência requerida pela defesa, foi anexada aos autos um ofício do Banco Peixe, informando que a estrutura do caixa eletrônico é imune à ação mecânica por força humana e que os acusados não lograram danificar a estrutura do caixa eletrônico. Este laudo reforça a conduta ineficiente dos réus.
2.3 Pedido do Ministério Público:
O Ministério Público postulou pela coodenação dos acusados nos termos da denúncia, apesar das evidências de que a tentativa de furto qualificado não fora consumada devido à imunidade do caixa eletrônico à ação mecânica por força humana. Dinate dos elementos apresentados, considerando a confissão dos réus e o laudo do Banco Peixe, solicito a este Juízo que analise os fatos à luz da legislação pertinente e, com base nas provas produzidas, conclua que a conduta dos réus não configura tentativa de furto qualificado, devendo ser absolvidos das imputações em questão, conforme o disposto no art. 386, inciso III, do CPP.
Neste sentido, requer-se a absolvição de Ricardo e Roberto quanto à imputação de furto qualificado na modalidade tentada, com base nos elementos constante nos autos. 
Termos em que, pede deferimento.
Fortaleza, 06 de Novembro de 2023
XUIUS
OAB/XX 0000000

","06/11/2023, 21:32:20"
00:37:32,00:33:31,1662,1,"1. DO DIREITO:

Os réus foram denunciados sob a pena do crime de furto qualificado, previsto no Art. 155, §4º, I e IV, do Código Penal.

""Art. 155 - Subtrair, para si ou para outrem, coisa alheia móvel

§ 4o - A pena é de reclusão de dois a oito anos, e multa, se o crime é cometido:

I - com destruição ou rompimento de obstáculo à subtração da coisa;

IV - mediante concurso de duas ou mais pessoas;
A pena é de reclusão de 4 (quatro) a 10 (dez) anos e multa, se houver emprego de explosivo ou de artefato análogo que cause perigo comum. (Incluído pela Lei no 13.654, de 2018)""


Porém, não é cabível esta aplicação, pois o crime não chegou a ser cometido, visto que não houve o prejuízo à estrutura do caixa eletrônico e nada foi levado, então, apenas houve a tentativa. Com isso, não se aplica tal fundamento. 
Diante disso, vêm os seguintes fundamentos.


1.1. DO PEDIDO DE REVOGAÇÃO


Com base no exposto acima, pede-se a revogação de prisão dos réus, pois não existe motivo que leve a esta prisão preventiva. Isso, com fulcro no Art. 282, §5º, do CPP 

""Art. 282. As medidas cautelares previstas neste Título deverão ser aplicadas observando-se a:

§5º  O juiz poderá, de ofício ou a pedido das partes, revogar a medida cautelar ou substituí-la quando verificar a falta de motivo que subsista, bem como voltar a decretá-la, se sobrevierem razões""


1.2. DA TENTATIVA


Como exposto, apenas houve a tentiva de furto, conforme o Art. 14, II, do CP.

""Art. 14 - Diz-se o crime: (Redação dada pela Lei nº 7.209, de 11.7.1984)

II - tentado, quando, iniciada a execução, não se consuma por circunstâncias alheias à vontade do agente. (Incluído pela Lei nº 7.209, de 11.7.1984)""



































","06/11/2023, 21:33:01"
00:00:11,00:00:01,1662,1,oioi,"06/11/2023, 21:33:20"
00:17:18,00:17:13,1662,1,"súmula 182 do STJ

","06/11/2023, 21:35:03"
00:40:06,00:35:53,1662,1,"Pedido de Relaxamento de Prisão com fundamento no Art. 5°, LXV da Constituição Federal Federal e Art. 311 do Código de Processo Penal, de acordo com os fatos e fundamentos jurídicos a seguir exposto.  Os peticionantes foi presos em flagrante no dia 10/08/2020 sob a imputação de supostamente ter cometido crime tipificado no artigo 311 do codigo penal. Apesar da situação a qual se encontrou os indicados, de flagrante impróprio, tipificado no artigo 302, IV do Codigo Penal.

O artigo 319 do CPP, em sua redação traz os requisitos que fundamentam a prisão preventiva quando há a fummus comissis dlicti, que são os indícios suficientes de autoria e a prova da materialidade. Inicialmente presente esses requisitos poderá haver a prisão preventiva do réu ou indiciado.




","06/11/2023, 21:35:27"
00:22:18,00:21:47,1662,1,"RESPOSTA À ACUSAÇÃO


DO DIREITO


Na situação relatada nos autos, verifica-se que todos os requisitos para a aplicação do principio da insignificancia encontram-se presentes. Isso por que, não houve bens furtados, tendo provas e foi juntado aos autos um ofício do Banco Peixe, que informou ao Juízo que a estrutura do caixa eletrônico é de aço, imune à ação mecânica por força humana, e que os acusados não lograram danificar a estrutura do caixa eletrônico. No caso em tela, o crime não se consumou haja vista que em nenhum momento o autor teve a posse tranquila das coisas subtraidas, sendo certo que fora preso em flagrante quando deixava o local dos fatos. 

A reprovabilidade da conduta é inexpressiva, levando em consideração que não aconteceu nenhum dano. No entanto para absolver o réu com fulcro no artigo 386, III do CPP. A Constituição Federal logo em seu artigo 1º, inciso III, estabelece que a República Federativa do Brasil constitui-se em Estado Democrático de Direito, o qual tem como fundamento a dignidade da pessoa humana.Conforme art. 1°, III da cf - a dignidade da pessoa humana. ","06/11/2023, 21:38:31"
00:44:14,00:39:29,1662,1,"Excelentíssima Juíza de Direito da 5ª Vara Criminal da Comarca Barnebau


RICARDO E ROBERTO, vêm por meio de sua adogado, constando procuração, em anexo, apresentar pedido de liberdade provisória.   


 I -DO DIREITO    


Os réus pleiteam a presente medida, com base art. 310, III  e 319, CPB. 
O réu Ricardo, tendo em vista que o apenado teve a sua pena pela pratica de furto( art. 155, CP) cumprida e extinta como consta na exordial, na data do ano de 2019, este não traz o periculum constado nas hipóteses do art. 319 do CPP, vem a este douto juízo requerer a sua conversão de prisão preventiva para Liberdade Provisória, com base nosa autos constados no Processo que inviabiliza  a sua condenação requerida pelo Ministério Público. 
Considerando o réu Roberto, o apenado que cumpriu 30 dias de prisão preventiva, enquadra-se como réu primário, não incindindo nas hipóteses do supracitado art.319, CPP. 
Portanto, solicito a conversão de sua pena privativa para a liberdade provisória ou recebendo o HC já impetrado.


 ","06/11/2023, 21:39:43"
00:25:01,00:20:49,1662,1,"RESPOSTA Á ACUSAÇÃO.


AO JUIZO CRIMINAL DA COMARCA DE BARNABEU-CN


1 - DO DIREITO


Art. 1° CF Art. 1o A República Federativa do Brasil, formada pela união indissolúvel dos Estados e Municípios e do Distrito Federal, constitui-se em Estado democrático de direito e tem como fundamentos.


Art. 386 CPP, inciso III O juiz absolverá o réu, mencionando a causa na parte dispositiva, desde que reconheça:
Inciso III :  Não constituir o fato ou infração penal.


Art. 158 CPP  - Constranger alguém, mediante violência ou grave ameaça, e com o intuito de obter para si ou para outrem indevida vantagem econômica, a fazer, tolerar que se faça ou deixar de fazer alguma coisa.










","06/11/2023, 21:40:52"
00:11:19,00:11:16,1662,1,"Tipo de peça:  Memorial


Excelentissimo  Senhor Doutor Juiz  de Direito da vara criminal de Barnabeu.




Do direito
Art. 386. O juiz absolverá o réu, mencionando a causa na parte dispositiva, desde que reconheça:
               III - não constituir o fato infração penal;





        art. 396-A. Na resposta, o acusado poderá argüir preliminares e alegar tudo o que interesse à sua defesa, oferecer documentos e justificações, especificar as provas pretendidas e arrolar testemunhas, qualificando-as e requerendo sua intimação, quando necessário. 
","06/11/2023, 21:41:00"
00:00:31,00:00:15,1662,1,ABC,"06/11/2023, 21:41:21"
00:44:15,00:40:10,1662,1,"Memoriais
Inicialmente, observa-se que se faz necessária a absolvição dos acusados, visto que , conforme ofício da própria vítima o caixa eletrônico objeto da ação é imune a ação humana, configurando pois crime impossível previsto no art. 17 do Código Penal, visto tratar-se de uma tentiva.

Subsidiariamente, caso Vossa Excelência entenda pela condenação dos acusado, cumpre destacar que não cabe a qualificadora presente no §4º, inciso I, do Art. 155 do CP, considerando que, conforme informação do banco vítima não conseguiram danificar a estrutura do cofre, não podendo assim se dizer que houve rompimento de obstáculo. 
Além disso, em caso de condenação deve ser aplicada atenuante prevista no Art. 65, III, d , do CP , tendo em vista que os acusados confessaram a prática da infração. 







","06/11/2023, 21:42:34"
